High,Low,Open,Volume
0.00654693,0.00615601,0.00654002,26385900.0
0.0023403400555253,0.0020706499926745,0.0020921099931001,4751640.0
0.06028569,0.05162842,0.05513205,3175468554.07
0.0001430910051567,0.0001366189972031,0.00013670399494,39490.8984375
0.00264988096861,0.00261513852639,0.00262291850248,88212203.2310678
0.0002459429961163,0.0002353599993512,0.0002379390061832,147592.0
0.0070671797730028,0.0048917401582002,0.0056194700300693,67820000.0
0.0030308200512081,0.0029681199230253,0.0030211799312382,3952000.0
0.00299917,0.00285476,0.00293565,49460064.46029298
0.0002402100071776,0.0002304039953742,0.0002318909973837,116288.0
0.0002255209983559,0.0002211520040873,0.0002231429971288,92668.3984375
0.0002855850034393,0.0002593389945104,0.0002854269987437,815956.0
0.0004743149911519,0.0004374519921839,0.0004705869941972,708249.0
0.0054152300581336,0.0050412900745868,0.0051143798045814,49958400.0
0.0001622179988771,0.0001390249963151,0.0001415349979652,436420.0
0.0001195020013255,0.0001161550026154,0.000116640003398,45874.0
0.0004965729895047,0.0004675789969041,0.00047062599333,860285.0
0.0001329929946223,0.0001293670065933,0.0001308210048591,71673.5
0.0018072699895128,0.0017593400552868,0.0017854300094768,3213770.0
0.00590044,0.00560547,0.00560547,25354400.0
0.0002623960026539,0.0002236790023744,0.0002242140035377,443163.0
0.0018695200560614,0.0014982400462031,0.0018439500126987,4570820.0
0.05212622,0.05007821,0.050278,1093877444.81
0.0001448209950467,0.0001340349990641,0.0001444100053049,98767.1015625
0.00282493493482,0.00274891534786,0.00281351188423,147868185.39559
0.0002155230031348,0.0002113140071742,0.0002144080062862,88577.6015625
0.0011429199948906,0.0006617510225623,0.0011429199948906,432632096.62975
0.0003092499973718,0.0002826210111379,0.0002849430020432,474776.0
0.0002338589983992,0.0002222909970441,0.0002290419943165,331014.0
0.00312422217024,0.00300512426141,0.00307198072753,71608122.6860876
0.0001668009936111,0.0001447779941372,0.0001560569944558,768680.0
0.0002168689970858,0.0002112020010827,0.0002128199994331,143676.0
0.0001731939992168,0.0001611049956409,0.0001705790054984,351577.0
0.00252424512986,0.00239209992545,0.0025232255674,28641509.2374753
0.00239546988762,0.002324736652,0.00237038078438,18724787.783926
0.000126493992866,0.0001195570002892,0.000120334996609,112592.0
0.00192880883867,0.00189477514172,0.0019067525918,14351256.5754735
0.0002321530046174,0.0002214559935964,0.0002286639937665,321158.0
0.00249210498409,0.00245690589333,0.0024736543024,171604773.689305
0.0001215469965245,0.0001191940027638,0.0001211440030601,41262.6015625
0.0055017699487507,0.0051638800650835,0.0052344901487231,12133500.0
0.00202026015717,0.00197647306857,0.00197647306857,18777566.8984902
0.00256080829646,0.00241562019126,0.00253896018878,18456615.5911074
0.0002030720061156,0.0001857930037658,0.0002010059979511,254217.0
0.0028928199317306,0.0024180400650948,0.0026013299357146,5623250.0
0.0001330280065303,0.0001282760058529,0.0001324399927398,49505.3984375
0.0002299909974681,0.0002245899959234,0.0002246579970233,164711.0
0.0007633150089532,0.0006749340100213,0.0006860090070404,4638240.0
0.0117785995826125,0.009848260320723,0.0116306003183126,62765500.0
0.0002259080065414,0.0002180809970013,0.0002183809992857,104100.0
